date_x,home_team_x,away_team_x,home_score,away_score,tournament,city,country,neutral,key,date_y,home_team_y,away_team_y,winner,first_shooter
2001-01-27,South Korea,Paraguay,1,1,Lunar New Year Cup,So Kon Po,Hong Kong,True,2001-01-27_South Korea_Paraguay,2001-01-27,South Korea,Paraguay,South Korea,unknown
2001-08-03,Kuwait,Trinidad and Tobago,1,1,Friendly,Shanghai,China PR,True,2001-08-03_Kuwait_Trinidad and Tobago,2001-08-03,Kuwait,Trinidad and Tobago,Kuwait,unknown
2001-08-05,Kuwait,North Korea,1,1,Friendly,Shanghai,China PR,True,2001-08-05_Kuwait_North Korea,2001-08-05,Kuwait,North Korea,North Korea,unknown
2001-08-18,Zambia,Angola,1,1,COSAFA Cup,Lusaka,Zambia,False,2001-08-18_Zambia_Angola,2001-08-18,Zambia,Angola,Angola,unknown
2002-01-26,Canada,Martinique,1,1,Gold Cup,Miami,United States,True,2002-01-26_Canada_Martinique,2002-01-26,Canada,Martinique,Canada,unknown
2002-02-12,Cyprus,Switzerland,1,1,Cyprus International Tournament,Nicosia,Cyprus,False,2002-02-12_Cyprus_Switzerland,2002-02-12,Cyprus,Switzerland,Cyprus,unknown
2002-05-17,Russia,Belarus,1,1,Friendly,Moscow,Russia,False,2002-05-17_Russia_Belarus,2002-05-17,Russia,Belarus,Belarus,unknown
2002-05-19,Russia,Serbia,1,1,Friendly,Moscow,Russia,False,2002-05-19_Russia_Serbia,2002-05-19,Russia,Serbia,Serbia,unknown
2002-06-16,Spain,Republic of Ireland,1,1,FIFA World Cup,Suwon,South Korea,True,2002-06-16_Spain_Republic of Ireland,2002-06-16,Spain,Republic of Ireland,Spain,Republic of Ireland
2002-09-17,Iran,Morocco,1,1,Friendly,Tabriz,Iran,False,2002-09-17_Iran_Morocco,2002-09-17,Iran,Morocco,Iran,unknown
2002-09-19,Iran,Paraguay,1,1,Friendly,Tabriz,Iran,False,2002-09-19_Iran_Paraguay,2002-09-19,Iran,Paraguay,Iran,unknown
2002-10-23,Kenya,South Africa,1,1,Friendly,Arusha,Tanzania,True,2002-10-23_Kenya_South Africa,2002-10-23,Kenya,South Africa,Kenya,unknown
2002-10-26,Kenya,Uganda,1,1,Friendly,Dar es Salaam,Tanzania,True,2002-10-26_Kenya_Uganda,2002-10-26,Kenya,Uganda,Kenya,unknown
2002-10-26,Tanzania,South Africa,1,1,Friendly,Dar es Salaam,Tanzania,False,2002-10-26_Tanzania_South Africa,2002-10-26,Tanzania,South Africa,South Africa,unknown
2002-11-19,South Africa,Senegal,1,1,Friendly,Johannesburg,South Africa,False,2002-11-19_South Africa_Senegal,2002-11-19,South Africa,Senegal,Senegal,unknown
2002-12-27,Niger,Burkina Faso,1,1,Friendly,Niamey,Niger,False,2002-12-27_Niger_Burkina Faso,2002-12-27,Niger,Burkina Faso,Burkina Faso,unknown
2003-01-20,Bangladesh,Maldives,1,1,SAFF Cup,Dhaka,Bangladesh,False,2003-01-20_Bangladesh_Maldives,2003-01-20,Bangladesh,Maldives,Bangladesh,unknown
2003-02-04,Uruguay,Iran,1,1,Lunar New Year Cup,So Kon Po,Hong Kong,True,2003-02-04_Uruguay_Iran,2003-02-04,Uruguay,Iran,Uruguay,unknown
2003-03-07,Benin,Niger,1,1,TIFOCO Tournament,Cotonou,Benin,False,2003-03-07_Benin_Niger,2003-03-07,Benin,Niger,Benin,unknown
2003-05-24,Botswana,Malawi,1,1,COSAFA Cup,Gaborone,Botswana,False,2003-05-24_Botswana_Malawi,2003-05-24,Botswana,Malawi,Malawi,unknown
2003-07-09,New Caledonia,Vanuatu,1,1,South Pacific Games,Lautoka,Fiji,True,2003-07-09_New Caledonia_Vanuatu,2003-07-09,New Caledonia,Vanuatu,New Caledonia,unknown
2003-08-16,Malawi,Zambia,1,1,COSAFA Cup,Blantyre,Malawi,False,2003-08-16_Malawi_Zambia,2003-08-16,Malawi,Zambia,Malawi,unknown
2003-12-08,Kenya,Rwanda,1,1,CECAFA Cup,Khartoum,Sudan,True,2003-12-08_Kenya_Rwanda,2003-12-08,Kenya,Rwanda,Rwanda,unknown
2004-02-11,Tunisia,Nigeria,1,1,African Cup of Nations,Radès,Tunisia,False,2004-02-11_Tunisia_Nigeria,2004-02-11,Tunisia,Nigeria,Tunisia,unknown
2004-06-23,Jordan,Syria,1,1,WAFF Championship,Tehran,Iran,True,2004-06-23_Jordan_Syria,2004-06-23,Jordan,Syria,Syria,unknown
2004-07-18,Angola,Botswana,1,1,COSAFA Cup,Luanda,Angola,False,2004-07-18_Angola_Botswana,2004-07-18,Angola,Botswana,Angola,unknown
2004-07-21,Uruguay,Brazil,1,1,Copa América,Lima,Peru,True,2004-07-21_Uruguay_Brazil,2004-07-21,Uruguay,Brazil,Brazil,Brazil
2004-07-31,Japan,Jordan,1,1,AFC Asian Cup,Chongqing,China PR,True,2004-07-31_Japan_Jordan,2004-07-31,Japan,Jordan,Japan,unknown
2004-08-03,China PR,Iran,1,1,AFC Asian Cup,Beijing,China PR,False,2004-08-03_China PR_Iran,2004-08-03,China PR,Iran,China PR,unknown
2004-12-02,Thailand,Slovakia,1,1,King's Cup,Bangkok,Thailand,False,2004-12-02_Thailand_Slovakia,2004-12-02,Thailand,Slovakia,Slovakia,unknown
2004-12-24,Qatar,Oman,1,1,Gulf Cup,Doha,Qatar,False,2004-12-24_Qatar_Oman,2004-12-24,Qatar,Oman,Qatar,unknown
2005-02-08,Cyprus,Austria,1,1,Cyprus International Tournament,Limassol,Cyprus,False,2005-02-08_Cyprus_Austria,2005-02-08,Cyprus,Austria,Cyprus,unknown
2005-02-09,Austria,Latvia,1,1,Cyprus International Tournament,Limassol,Cyprus,True,2005-02-09_Austria_Latvia,2005-02-09,Austria,Latvia,Latvia,unknown
2005-02-27,Costa Rica,Honduras,1,1,UNCAF Cup,Guatemala,Guatemala,True,2005-02-27_Costa Rica_Honduras,2005-02-27,Costa Rica,Honduras,Costa Rica,unknown
2005-04-16,Namibia,Botswana,1,1,COSAFA Cup,Windhoek,Namibia,False,2005-04-16_Namibia_Botswana,2005-04-16,Namibia,Botswana,Botswana,unknown
2005-06-26,Mexico,Argentina,1,1,Confederations Cup,Hanover,Germany,True,2005-06-26_Mexico_Argentina,2005-06-26,Mexico,Argentina,Argentina,unknown
2005-07-28,Kuwait,United Arab Emirates,1,1,Friendly,Geneva,Switzerland,True,2005-07-28_Kuwait_United Arab Emirates,2005-07-28,Kuwait,United Arab Emirates,United Arab Emirates,unknown
2006-02-04,Cameroon,Ivory Coast,1,1,African Cup of Nations,Cairo,Egypt,True,2006-02-04_Cameroon_Ivory Coast,2006-02-04,Cameroon,Ivory Coast,Ivory Coast,unknown
2006-02-04,Nigeria,Tunisia,1,1,African Cup of Nations,Port Said,Egypt,True,2006-02-04_Nigeria_Tunisia,2006-02-04,Nigeria,Tunisia,Nigeria,unknown
2006-06-30,Germany,Argentina,1,1,FIFA World Cup,Berlin,Germany,False,2006-06-30_Germany_Argentina,2006-06-30,Germany,Argentina,Germany,Germany
2006-07-09,Italy,France,1,1,FIFA World Cup,Berlin,Germany,True,2006-07-09_Italy_France,2006-07-09,Italy,France,Italy,Italy
2006-07-22,Namibia,Seychelles,1,1,COSAFA Cup,Windhoek,Namibia,False,2006-07-22_Namibia_Seychelles,2006-07-22,Namibia,Seychelles,Seychelles,unknown
2007-07-21,Japan,Australia,1,1,AFC Asian Cup,Hanoi,Vietnam,True,2007-07-21_Japan_Australia,2007-07-21,Japan,Australia,Japan,unknown
2008-06-20,Croatia,Turkey,1,1,UEFA Euro,Vienna,Austria,True,2008-06-20_Croatia_Turkey,2008-06-20,Croatia,Turkey,Turkey,Croatia
2009-07-23,Costa Rica,Mexico,1,1,Gold Cup,Chicago,United States,True,2009-07-23_Costa Rica_Mexico,2009-07-23,Costa Rica,Mexico,Mexico,unknown
2009-10-28,Zimbabwe,South Africa,1,1,COSAFA Cup,Harare,Zimbabwe,False,2009-10-28_Zimbabwe_South Africa,2009-10-28,Zimbabwe,South Africa,Zimbabwe,unknown
2010-07-02,Uruguay,Ghana,1,1,FIFA World Cup,Johannesburg,South Africa,True,2010-07-02_Uruguay_Ghana,2010-07-02,Uruguay,Ghana,Uruguay,Uruguay
2011-02-09,Sweden,Ukraine,1,1,Cyprus International Tournament,Nicosia,Cyprus,True,2011-02-09_Sweden_Ukraine,2011-02-09,Sweden,Ukraine,Ukraine,unknown
2011-06-08,Uruguay,Netherlands,1,1,Copa Confraternidad,Montevideo,Uruguay,False,2011-06-08_Uruguay_Netherlands,2011-06-08,Uruguay,Netherlands,Uruguay,unknown
2011-06-18,Costa Rica,Honduras,1,1,Gold Cup,East Rutherford,United States,True,2011-06-18_Costa Rica_Honduras,2011-06-18,Costa Rica,Honduras,Honduras,unknown
2011-06-19,Panama,El Salvador,1,1,Gold Cup,Washington,United States,True,2011-06-19_Panama_El Salvador,2011-06-19,Panama,El Salvador,Panama,unknown
2011-07-16,Argentina,Uruguay,1,1,Copa América,Santa Fe,Argentina,False,2011-07-16_Argentina_Uruguay,2011-07-16,Argentina,Uruguay,Uruguay,Argentina
2012-02-05,Gabon,Mali,1,1,African Cup of Nations,Libreville,Gabon,False,2012-02-05_Gabon_Mali,2012-02-05,Gabon,Mali,Mali,unknown
2012-06-03,Finland,Latvia,1,1,Baltic Cup,Võru,Estonia,True,2012-06-03_Finland_Latvia,2012-06-03,Finland,Latvia,Latvia,unknown
2013-01-23,Sweden,North Korea,1,1,King's Cup,Chiang Mai,Thailand,True,2013-01-23_Sweden_North Korea,2013-01-23,Sweden,North Korea,Sweden,unknown
2013-02-02,South Africa,Mali,1,1,African Cup of Nations,Durban,South Africa,False,2013-02-02_South Africa_Mali,2013-02-02,South Africa,Mali,Mali,unknown
2013-02-06,Burkina Faso,Ghana,1,1,African Cup of Nations,Nelspruit,South Africa,True,2013-02-06_Burkina Faso_Ghana,2013-02-06,Burkina Faso,Ghana,Burkina Faso,unknown
2013-07-13,Zimbabwe,Malawi,1,1,COSAFA Cup,Lusaka,Zambia,True,2013-07-13_Zimbabwe_Malawi,2013-07-13,Zimbabwe,Malawi,Zimbabwe,unknown
2013-07-14,Angola,Lesotho,1,1,COSAFA Cup,Kitwe,Zambia,True,2013-07-14_Angola_Lesotho,2013-07-14,Angola,Lesotho,Lesotho,unknown
2014-06-04,Ellan Vannin,Iraqi Kurdistan,1,1,CONIFA World Football Cup,Östersund,Sweden,True,2014-06-04_Ellan Vannin_Iraqi Kurdistan,2014-06-04,Ellan Vannin,Iraqi Kurdistan,Ellan Vannin,unknown
2014-06-07,Padania,Iraqi Kurdistan,1,1,CONIFA World Football Cup,Östersund,Sweden,True,2014-06-07_Padania_Iraqi Kurdistan,2014-06-07,Padania,Iraqi Kurdistan,Padania,unknown
2014-06-28,Brazil,Chile,1,1,FIFA World Cup,Belo Horizonte,Brazil,False,2014-06-28_Brazil_Chile,2014-06-28,Brazil,Chile,Brazil,Brazil
2014-06-29,Costa Rica,Greece,1,1,FIFA World Cup,Recife,Brazil,True,2014-06-29_Costa Rica_Greece,2014-06-29,Costa Rica,Greece,Costa Rica,Costa Rica
2015-01-23,Japan,United Arab Emirates,1,1,AFC Asian Cup,Sydney,Australia,True,2015-01-23_Japan_United Arab Emirates,2015-01-23,Japan,United Arab Emirates,United Arab Emirates,unknown
2015-06-21,Ellan Vannin,Felvidék,1,1,CONIFA European Football Cup,Debrecen,Hungary,True,2015-06-21_Ellan Vannin_Felvidék,2015-06-21,Ellan Vannin,Felvidék,Ellan Vannin,unknown
2015-06-27,Brazil,Paraguay,1,1,Copa América,Concepción,Chile,True,2015-06-27_Brazil_Paraguay,2015-06-27,Brazil,Paraguay,Paraguay,Brazil
2015-07-19,Trinidad and Tobago,Panama,1,1,Gold Cup,East Rutherford,United States,True,2015-07-19_Trinidad and Tobago_Panama,2015-07-19,Trinidad and Tobago,Panama,Panama,unknown
2015-07-25,United States,Panama,1,1,Gold Cup,Chester,United States,False,2015-07-25_United States_Panama,2015-07-25,United States,Panama,Panama,unknown
2015-10-13,El Salvador,Guatemala,1,1,Friendly,Carson,United States,True,2015-10-13_El Salvador_Guatemala,2015-10-13,El Salvador,Guatemala,Guatemala,unknown
2016-02-03,DR Congo,Guinea,1,1,African Nations Championship,Kigali,Rwanda,True,2016-02-03_DR Congo_Guinea,2016-02-03,DR Congo,Guinea,DR Congo,unknown
2016-05-27,Corsica,Basque Country,1,1,Friendly,Ajaccio,France,False,2016-05-27_Corsica_Basque Country,2016-05-27,Corsica,Basque Country,Basque Country,unknown
2016-06-01,United Koreans in Japan,Northern Cyprus,1,1,CONIFA World Football Cup,Sukhumi,Georgia,True,2016-06-01_United Koreans in Japan_Northern Cyprus,2016-06-01,United Koreans in Japan,Northern Cyprus,Northern Cyprus,unknown
2016-06-04,United Koreans in Japan,Iraqi Kurdistan,1,1,CONIFA World Football Cup,Sukhumi,Georgia,True,2016-06-04_United Koreans in Japan_Iraqi Kurdistan,2016-06-04,United Koreans in Japan,Iraqi Kurdistan,United Koreans in Japan,unknown
2016-06-05,Abkhazia,Panjab,1,1,CONIFA World Football Cup,Sukhumi,Georgia,False,2016-06-05_Abkhazia_Panjab,2016-06-05,Abkhazia,Panjab,Abkhazia,unknown
2016-06-18,South Africa,Lesotho,1,1,COSAFA Cup,Windhoek,Namibia,True,2016-06-18_South Africa_Lesotho,2016-06-18,South Africa,Lesotho,South Africa,unknown
2016-06-18,Namibia,Botswana,1,1,COSAFA Cup,Windhoek,Namibia,False,2016-06-18_Namibia_Botswana,2016-06-18,Namibia,Botswana,Botswana,unknown
2016-06-25,Switzerland,Poland,1,1,UEFA Euro,Saint-Étienne,France,True,2016-06-25_Switzerland_Poland,2016-06-25,Switzerland,Poland,Poland,Switzerland
